videoId;author;text;publishedAt;likeCount;search_keyword;video_title;;;;
Th_G-abA5sw;@abangganteng3625;Mending veloz  😂😂😂😂;2024-12-16T15:24:29Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@mustanirulhuda216;Menurut saya ini bukan membuly, tapi ini real fact, Mobil FWD memang kurang pas untuk segala Medan,;2024-12-16T14:54:52Z;3;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@BUKAN_orang_INGRIS;Ngapain puterin ac?😂;2024-12-16T14:36:13Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@renytaco8855;Ini yg punya konten tdk jelas;2024-12-15T21:58:03Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@videocom395;Trgantung skill bro, skill cetek bawa fortuner jg pasti mundur;2024-12-15T15:40:01Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@AndiSaputra_77A;Sa ae nih si mimin Nobita 😅;2024-12-15T11:03:16Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@kepalabatu1;Dalam video, supirnya nanjak tapi masih gigi 4/5, wajar gak naik.;2024-12-15T10:29:03Z;3;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@nabiilahbudikusuma7932;Gak gitu juga bro;2024-12-14T01:29:55Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@griesintadr.griesinta746;Kayak aku mobil nya Innova 2.5v;2024-12-13T04:26:47Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@brigitomarulao8201;Bang, apa sampipell atau siapapun tulung bagi tau ini queen of disaster yang versi siapa? ✌️;2024-12-12T17:11:14Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@leoncierra3038;jalanan penuh dengan kaleng kong ghuan;2024-12-12T05:36:06Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@Setiawan1378-e2b;Belum tau travel Lampung;2024-12-11T09:43:48Z;1;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@IwanSetiawan-zq7zu;Jangan membandingkan satu dg lainnya, setiap kendaraan ada fungsi dan tujuannya.;2024-12-11T03:57:40Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@ZanCOM-v7g;Bapa gw calya nanjak santai bet🗿;2024-12-09T14:16:38Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@Okiherawan;Iya bener jir, biasa pake grandmax tanjakan dikit pake gigi 2. Eh giliran sigra tiba geredek. 😅;2024-12-09T12:14:55Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@johannesjordan7878;Lebay kalii😂 pdhl ada pembelajaran Momentum😂;2024-12-09T09:06:06Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@riancarlenz2962;lcgc 1200 cc bisa apa + ac hidup bisa apa 😅;2024-12-09T04:57:45Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@Abadon-n1o;Dulu aku pake sigra di tanjakan cangar juga biasa ajah 🤔;2024-12-08T16:53:51Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@muhammadfadly7396;Tp harga mobil dua itu mirip...😂😂 Harga bekas nya;2024-12-05T13:26:19Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@kennardgivthajoshep4439;Mobil calya manual jalan sendiri curang;2024-12-05T12:28:26Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@kennardgivthajoshep4439;Mobil calya manual jalan sendiri curang;2024-12-05T12:28:17Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@irishcoffee5070;Ini mah pov supir lcgc amatiran yg baru 4 thn nyetir 😂;2024-12-05T04:53:42Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@rachelafriza18;LCGC sama aja kyk Karimun kotak kalo nanjak;2024-12-04T14:27:04Z;1;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
Th_G-abA5sw;@andriassoleh7051;😂😂sesuaikan kapasitas muat aja,pernah pake buat ke baturaden,purbalingga,ciater,bandung kesanya luat biasa😂😂😂😂;2024-12-04T07:34:09Z;0;Mobil LCGC;POV : LCGC vs mobil cc besar ketika ditanjakan curam;;;;
